username,user_id,user_watching,user_completed,user_onhold,user_dropped,user_plantowatch,user_days_spent_watching,gender,location,birth_date,access_rank,join_date,last_online,stats_mean_score,stats_rewatched,stats_episodes
Alan__,17237,126,464,0,0,0,144.85,Male,"Bloemfontein, Free State",1981-01-01,,2007-10-15,2010-10-25 07:31:00,9.0,0,8590
PyrrosDrake,3415085,31,274,57,0,399,85.62,Male,新世界,1999-09-05,,2013-12-18,1900-05-08 21:02:00,7.7,0,5081
DrewTheDude,56997,37,455,9,77,85,147.57,Male,"Port Aux Basques, Newfoundland, Canada",1992-06-08,,2008-04-29,2015-08-21 21:06:00,5.66,0,8646
jacko1121,92856,16,173,4,48,464,37.58,Male,Westminster California,,,2008-09-07,2011-07-14 15:49:00,8.96,5,2241
Oshiina,4675605,4,366,7,10,127,101.39,Male,France,2000-02-23,,2015-06-14,2018-05-16 15:08:00,6.86,26,6101
Emberlyn,625421,4,48,2,2,24,36.42,Female,England,1995-10-25,,2011-09-22,2014-11-24 14:04:00,8.53,3,2137
Hardo,62713,0,0,0,0,0,0.00,,,,,2008-05-22,2008-05-22 09:42:00,0.0,0,0
sasuke2007,112762,0,3,1,0,4,7.68,Female,"marietta,GA",1992-08-20,,2008-11-09,2009-03-12 00:48:00,8.83,0,466
AmamiRiku,3105775,5,93,0,0,5,30.15,Male,London,1998-03-18,,2013-08-30,2016-11-11 02:03:00,8.29,0,1796
smile,51072,3,591,0,7,68,122.28,Female,Russia,1985-01-01,,2008-04-11,1900-02-25 06:32:00,7.4,0,7302
monstersnuggles,135714,10,31,8,0,38,12.88,,,,,2009-01-16,2014-01-06 21:50:00,7.77,0,751
lykawaii,319277,31,162,33,8,46,68.57,Female,somewhere over the rainbow :3,,,2010-04-21,2013-10-10 03:47:00,8.28,1,4104
AnimeRBB,4667113,4,355,19,4,154,80.34,Male,Amsterdam,1998-10-29,,2015-06-10,2018-05-18 02:43:51,6.86,46,4997
laah-chan,381104,6,36,4,2,53,18.19,Female,"Brasília, Brasil ",1993-07-20,,2010-09-09,2011-07-09 18:31:00,8.06,0,1086
Hennet,226543,14,32,1,3,2,46.39,Male,,,,2009-08-27,2015-08-29 03:19:00,7.87,0,2797
akbatun,3601463,25,325,0,8,52,66.98,,,,,2014-02-27,2018-05-14 10:42:00,5.65,0,4476
nadwen,71989,12,103,1,3,10,35.55,Female,,,,2008-06-27,2015-06-05 23:13:00,7.64,2,2021
Gabuuuu,141912,24,66,58,96,44,46.85,Male,"Brasília, Brasil",1989-06-08,,2009-01-22,1900-03-11 16:02:00,5.71,1,2835
chaox2011,62769,0,17,0,0,0,11.16,,,,,2008-05-22,2011-09-13 13:55:00,0.0,0,670
Dorlord,4990559,27,530,9,31,113,118.32,Male,Somewhere,1994-01-01,,2015-11-12,2018-05-18 10:43:55,7.31,6,7485
MiguelAngheloJS,4847354,2,346,6,0,198,69.50,Male,The same world you live in,1998-10-07,,2015-08-31,1900-05-11 14:51:00,8.12,0,4197
TheMaverick007,5154673,11,84,5,2,39,24.83,Male,4b0afd24fce298d4fb9b15fe2f5c6912,2001-07-09,,2016-01-25,2018-05-18 12:08:56,7.56,0,1604
reptile2,175318,13,973,20,0,90,253.75,Male,,1991-02-03,,2009-04-26,1900-04-20 12:47:00,7.35,0,15552
DeathdruidX,388142,6,63,3,12,15,49.47,Male,"Runeterra, The Void",1990-09-26,,2010-09-26,2015-01-01 18:47:00,7.18,24,2975
St-chan,1898974,1,13,0,1,37,21.58,,,,,2012-12-14,2012-12-18 08:13:00,8.53,3,1319
GNozaki,5009129,16,596,4,0,43,106.62,,066,,,2015-11-23,2018-05-18 02:44:00,7.07,0,6881
icoloss,3603463,28,282,30,0,71,122.98,Male,Augsburg,1992-10-09,,2014-02-28,2017-05-11 12:37:00,7.74,5,7238
kaen_sezera,76964,2,92,4,24,2,27.93,Female,"Budapest, Hungary",1985-04-01,,2008-07-15,2016-09-21 11:18:00,7.07,0,1629
KlooN,248801,4,114,5,3,12,46.65,Female,,1995-04-19,,2009-10-20,2016-03-29 07:56:00,7.08,0,2825
ehfien,383724,7,25,3,2,11,55.72,Female,Bukit Merah,1996-08-12,,2010-09-15,2014-04-13 06:54:00,7.96,16,3484
darkcolonist,144270,0,396,12,15,114,136.09,Male,Philippines,,,2009-01-29,1900-04-08 17:10:00,7.59,1,8099
Ranma711,148307,5,9,0,0,5,8.19,Male,"Ontario, Canada",1969-07-11,,2009-02-09,1900-04-02 16:08:00,9.5,0,492
Firelily,1360257,6,233,13,19,88,69.05,Female,U.K,,,2012-06-23,2017-05-02 05:20:00,7.47,11,3873
Kawaii-hime,251420,0,0,38,0,115,0.02,Female,,,,2009-10-26,2012-04-08 08:30:00,0.0,0,1
gamegirl0,1056541,0,1,0,0,2,0.08,Female,Ontario Canada,,,2011-12-13,2012-06-03 15:07:00,9.0,0,1
Arenagato,53522,9,95,7,7,0,54.86,,US,,,2008-04-16,2010-07-28 04:11:00,7.05,0,3279
konklusjon,305524,0,66,5,2,18,8.26,Female,,1991-02-17,,2010-03-17,2011-10-09 04:49:00,0.0,0,399
Pabs,2409689,17,452,8,77,459,262.09,Male,"Santo André, São Paulo",1996-06-07,,2013-04-08,1900-05-13 14:38:00,7.83,57,15807
Elise_Grimwald,53161,44,108,20,48,77,42.21,Female,,1986-12-04,,2008-04-15,2016-10-26 21:25:00,6.88,0,2440
Rukigo9,198508,10,45,12,6,13,48.10,Female,,1990-10-02,,2009-06-25,2016-11-02 00:09:00,8.52,13,2890
karinabrazil89,1170177,127,257,23,11,79,148.08,Female,,,,2012-02-26,1900-01-20 03:54:00,7.97,17,9035
Beepern,4936877,11,328,1,0,49,146.41,Male,"Sandefjord, Norway",1999-10-26,,2015-10-15,2018-05-17 02:12:24,6.64,19,8992
Bibikaluba,6991596,0,3,0,0,0,0.26,,,,,2018-02-18,1900-02-18 12:06:00,0.0,0,3
Runo1123,221575,0,0,0,0,0,0.00,Female,,1977-10-16,,2009-08-15,2009-09-17 17:04:00,0.0,0,0
raawbeaan,1156579,20,368,3,0,173,92.41,Male,,1993-08-05,,2012-02-19,2018-05-16 12:01:00,7.61,0,5595
OniGodRasetsu,5265327,0,20,0,2,5,5.55,,,,,2016-03-15,2016-04-24 06:44:00,8.32,0,333
dracia,71890,10,120,9,16,56,30.84,Female,,1991-07-08,,2008-06-27,1900-05-13 21:32:00,8.23,0,1764
_Iluvatar_,130053,15,625,62,48,19,129.70,Male,Belgium,1988-11-19,,2009-01-02,1900-05-12 15:28:00,7.42,0,7712
Floramia,6693603,12,162,16,0,300,36.65,Female,,1999-06-07,,2017-10-30,2018-05-15 22:04:45,7.76,0,2242
RedPaintedRose,3435945,13,133,4,3,18,45.51,Female,Europe,,,2013-12-27,2016-04-18 11:52:00,7.74,0,2680
Rambolabi,1399941,11,84,1,3,33,35.59,,,,,2012-07-16,1900-05-13 06:51:00,8.07,0,2182
Adibido,4527358,71,56,18,2,473,13.21,Male,"Perth, Western Australia",,,2015-03-30,1900-05-02 09:16:00,7.69,2,810
EkosFox,6170008,13,235,21,20,89,56.44,,,,,2017-04-10,2018-05-18 07:44:32,9.14,3,3562
Hatul,101287,3,1169,4,11,73,411.00,Male,,1988-05-01,,2008-10-03,2018-05-18 12:44:34,5.69,106,23966
hflw,480210,1,190,2,5,91,41.15,,,,,2011-04-28,1900-05-13 18:50:00,8.02,0,2447
emjeywee,468718,2,91,0,2,16,55.95,Female,,1991-09-27,,2011-04-02,1900-05-15 17:54:00,8.25,0,3505
bluemangos,1399231,0,0,0,0,0,0.00,,,,,2012-07-15,2014-07-28 18:02:00,0.0,0,0
Diffi,239468,2,4,0,0,0,15.22,Male,Kevelaer,1993-04-05,,2009-09-27,2010-10-14 19:01:00,10.0,0,910
A-Kaleidoscope,343361,1,50,0,0,4,25.22,,,,,2010-06-19,2012-09-06 17:22:00,8.71,0,1501
AfroThundr,5034237,1,148,0,0,49,19.12,Male,USA,1993-04-25,,2015-12-05,2018-05-14 16:17:25,0.0,0,1201
heero08,118794,26,131,5,2,59,80.72,Male,somewhere there's anime,,,2008-11-29,2013-12-08 17:52:00,8.64,58,4812
Fioryairish,159462,9,103,0,1,17,57.97,Female,,1992-04-21,,2009-03-15,2011-08-15 14:09:00,8.6,12,3416
swampmonster,82240,2,45,1,4,60,12.01,Female,far far away,1990-09-21,,2008-08-02,2017-07-09 07:26:00,7.63,0,732
MarisaRaine,342850,2,84,0,3,1,41.65,Female,,1992-02-23,,2010-06-17,2012-07-27 20:25:00,8.54,11,2541
Anime_Consumer,4618920,2,2082,0,0,411,513.32,Female,Bosnia and Herzegovina,1997-03-19,,2015-05-16,2018-05-15 03:08:51,0.0,67,36765
kimmuzu,198153,10,236,10,26,125,90.29,Female,,,,2009-06-24,2014-03-13 09:23:00,9.43,0,5418
LadySybill,6072373,12,31,1,1,26,11.95,,,,,2017-02-25,2017-04-16 07:55:00,8.02,0,690
gosimmons,159280,21,32,7,8,85,14.70,Male,,1992-01-01,,2009-03-14,2014-03-18 10:29:00,6.45,0,856
InfiniteAthrun,237085,8,176,0,5,28,70.11,Male,"Florence, AL",1989-09-28,,2009-09-21,2017-09-29 05:08:00,7.13,70,3824
Kanekas,479280,47,143,36,4,30,53.98,Female,Portugal,1993-12-15,,2011-04-26,1900-04-30 12:15:00,8.13,0,3171
Tabbyowl400,3688341,42,174,29,4,29,64.82,Female,,2000-11-26,,2014-04-08,1900-04-19 11:34:00,8.63,0,3965
Tanegashima,132060,25,49,11,3,183,29.58,Male,,,,2009-01-07,1900-02-11 05:06:00,6.92,0,1760
sisperporcigos,7080943,5,66,9,6,40,21.75,Male,London,1986-06-06,,2018-03-22,1900-05-15 09:24:00,8.17,2,1261
Forever_Peaches,3697857,4,28,2,0,24,21.77,Female,California,1999-08-19,,2014-04-12,2017-11-18 21:55:00,7.82,0,1312
Victorian,4108347,15,398,18,24,604,172.09,Female,"Ageo-shi, Tokyo",,,2014-09-19,2018-05-18 12:44:58,5.44,63,10452
May_hk,6056915,3,32,9,4,23,24.70,Female,,1995-01-19,,2017-02-18,2018-05-18 05:45:00,7.77,0,1494
Maurin,94386,5,159,9,4,113,56.29,Female,The Moon,1984-03-24,,2008-09-13,1900-05-11 12:07:00,7.34,67,3334
JN1999Rarity,5186370,0,104,21,4,101,35.30,,,,,2016-02-08,2018-05-14 16:45:29,7.95,0,2120
Croeb,4993246,11,179,3,13,101,29.29,Male,,,,2015-11-14,1900-03-24 07:03:00,6.63,8,1703
DiogenesAC,76967,2,164,14,6,11,47.77,Male,"Porto Alegre, RS",1982-08-01,,2008-07-15,2016-09-23 20:44:00,8.68,0,2799
Vaneela86,358942,8,8,0,0,34,5.76,Female,,,,2010-07-22,2017-09-28 14:41:00,9.33,0,337
GLsucks,204457,0,70,0,2,1,41.50,Female,London,1993-06-20,,2009-07-08,2015-10-11 20:14:00,7.14,39,2463
Dr-Doctor,486691,1,5,3,0,6,0.68,Female,Canada,,,2011-05-14,2011-05-23 15:08:00,7.78,3,30
rbh,5079856,21,361,9,12,131,102.23,Male,"Canoas, Rio grande do sul, Brasil",2002-06-30,,2015-12-27,2018-05-17 11:45:00,7.29,10,6299
Mokona-Modoki,150786,8,581,10,14,49,126.96,Male,somewhere in my world,1992-12-24,,2009-02-17,2016-10-15 12:02:00,7.32,72,7778
Redcord,260088,1,53,4,1,56,36.45,Male,"St. Petersburg, Russia",1991-08-04,,2009-11-18,1900-04-22 10:15:00,8.41,0,2243
Sentryx,151290,2,136,2,3,45,24.73,Male,Ukraine,,,2009-02-18,2017-02-26 19:08:00,8.31,8,1576
Regis,221552,21,217,13,24,24,90.10,Male,"Porto Alegre, Brasil",1994-03-18,,2009-08-15,1900-01-11 11:41:00,7.64,14,5365
Madara_121,4734785,19,48,1,6,40,25.56,Male,"Aurangabad, Maharashtra",1994-06-10,,2015-07-10,1900-03-04 09:17:00,7.71,0,1512
Lonye,6775688,2,118,1,7,87,48.46,,,,,2017-11-30,1900-04-01 06:49:00,3.72,0,2942
EverSilentShadow,7041124,9,353,0,1,6,78.49,,,,,2018-03-08,1900-05-13 23:20:00,7.75,3,4852
raycchan,1224725,1,0,7,0,0,7.82,Male,,1989-05-31,,2012-04-01,2012-04-18 03:51:00,6.57,0,469
Guash,136288,0,165,6,12,8,67.62,Female,,1994-01-14,,2009-01-18,1900-03-13 13:31:00,7.83,3,4170
reddeadleader,2415767,56,478,23,5,490,92.70,Male,Austaliana,1993-06-12,,2013-04-09,2018-05-17 03:28:00,7.46,2,5584
lordent,127258,1,107,0,27,0,40.14,Male,Russia. Moscow,1989-01-24,,2008-12-26,2017-10-20 12:42:00,7.2,0,2343
Ginokami428,115226,1,0,0,0,2,0.75,Male,Some city in some state,1991-04-28,,2008-11-17,2014-10-02 19:17:00,10.0,3,41
RhySin,3990623,8,200,3,2,256,44.67,Male,United Kingdom,1999-05-12,,2014-08-04,2018-05-15 03:37:48,6.58,24,2520
GoldNimrod,220075,13,623,0,7,0,158.59,Male,,1995-07-07,,2009-08-12,1900-05-11 13:52:00,8.14,10,9570
egura,5270,11,441,45,18,4,103.89,Female,"Vilnius, Lithuania",1982-07-07,,2007-06-06,2014-08-29 23:44:00,8.49,5,6251
Labargoth,3731135,4,65,1,1,43,19.68,Male,Best Korea,,,2014-04-26,1900-04-19 13:37:00,7.25,9,1176
Johan,324366,51,1849,23,0,110,216.16,Male,,1991-08-14,,2010-05-04,2018-05-15 07:32:16,5.7,102,15481
xXyuuki_zeroXx,152113,12,19,0,0,10,37.57,Male,CeMEnTeRY,1999-10-17,,2009-02-21,2009-08-25 02:53:00,9.75,40,2257
CosmicJay,131152,2,12,0,1,6,4.11,Male,Dublin,,,2009-01-04,2009-01-23 12:08:00,9.43,4,243
Solaire_ofAstora,5143621,5,380,11,16,16,135.61,Male,🌅 ~ Lost ~ 🌅,1998-10-05,,2016-01-20,1900-05-13 16:18:00,7.14,29,8105
RoxasDAuditore,1502167,3,148,3,31,18,52.89,Male,Spain,1993-06-20,,2012-09-08,2014-12-20 11:09:00,5.7,0,3123
TallByrdie,4833194,1,83,0,5,2,23.85,Male,,2001-05-10,,2015-08-24,1900-05-11 18:38:00,7.01,0,1456
metakim,53456,30,303,7,9,1,83.10,Male,"Aberdeenshire, Scotland",1989-10-03,,2008-04-16,2017-05-18 14:20:00,7.28,64,4865
DevilxNagato,258695,6,13,3,0,1,16.71,Male,"Milton, Ontario",1990-10-23,,2009-11-14,2011-02-09 11:34:00,8.88,0,1007
charliemikemike,2294821,2,93,20,19,37,24.28,,,,,2013-03-12,1900-05-12 18:13:00,8.41,5,1448
Eimiwi,4790534,7,87,0,0,1,49.17,Female,,1999-04-14,,2015-08-04,1900-05-15 16:01:00,8.13,0,2953
curdi,443064,0,429,8,28,0,95.20,Male,"Helsinki, Finland",1994-12-07,,2011-02-01,1900-05-14 09:00:00,7.66,23,5557
xAnacondax,527859,14,43,10,7,11,19.09,,,,,2011-07-28,2014-04-10 19:50:00,7.31,1,1112
Yuuta_Takemoto,410811,14,461,15,29,1,150.35,Male,"Santiago, chile",1990-02-12,,2010-11-21,2016-01-30 17:35:00,6.98,0,8801
Delphiki_Elric,200302,4,42,4,1,19,27.73,Male,"Indianapolis, Indiana",1986-02-28,,2009-06-29,2009-08-01 14:49:00,7.57,0,1654
Swarnadeep,5087444,10,679,1,4,266,138.42,Male,Caught in a dimensional rift ,1994-03-02,,2015-12-30,2018-05-17 03:26:00,5.59,4,8169
madhawkhun,495272,0,59,5,4,0,33.94,,,,,2011-06-05,2012-08-26 02:41:00,7.91,27,2069
AholePony,1398971,37,1671,9,42,98,370.70,Male,,,,2012-07-15,2018-05-15 06:45:44,6.32,235,23005
Pathori,122588,1,1,0,0,0,0.43,Female,,1990-06-08,,2008-12-11,2009-02-04 04:35:00,9.0,0,26
shepley,798919,23,58,10,8,126,47.47,Male,UK,1996-01-11,,2011-10-23,2016-11-26 21:24:00,7.54,6,2868
Erio,4432963,12,120,0,2,2,31.04,Male,Brazil,1997-12-03,,2015-01-19,1900-05-09 10:11:00,7.78,0,1892
PohyCZ,318047,19,36,5,2,45,8.86,Male,"Prague, Czech Republic",1995-08-11,,2010-04-18,2014-09-15 11:00:00,8.14,1,479
Retsuki,2396097,8,43,1,0,39,36.44,Male,Calgary,1996-11-24,,2013-04-05,2013-07-01 17:45:00,7.91,3,2198
harumwn,4486469,4,116,2,9,27,52.98,Female,"Rio Grande do Norte, Brasil",,,2015-03-01,1900-03-24 15:08:00,8.46,0,3227
EsraaKudo,3961513,3,319,16,35,89,127.46,Female,Egypt,1995-02-19,,2014-07-25,2018-05-16 23:00:19,7.12,52,7391
xDark-Symphonyx,111668,1,0,0,0,0,0.00,Female,"Windsor, Canada",1993-10-30,,2008-11-05,2008-11-14 06:24:00,0.0,0,0
Veronika_Deklava,490670,1,394,1,4,224,175.82,Female,,,,2011-05-25,1900-02-05 17:42:00,6.0,0,10376
-hatsumei,205820,1,11,0,2,7,4.95,Female,"Moscow, Russia",1996-04-27,,2009-07-11,2010-02-09 07:36:00,7.92,7,295
MorningGlory,71150,9,373,65,76,56,134.32,Male,,1986-07-19,,2008-06-24,2015-02-20 00:34:00,8.44,13,8039
lordshadowisle,34647,8,62,19,53,2,42.57,Male,,1984-07-22,,2008-01-31,2013-12-21 19:03:00,7.11,22,2590
caroline_girl,206334,2,0,0,0,0,0.43,Female,us ,1993-11-09,,2009-07-12,2009-07-12 05:39:00,9.0,0,23
cmmata,3500443,3,22,0,0,39,12.49,Male,,1979-04-09,,2014-01-18,2017-12-24 07:07:00,8.58,0,746
TroubleGates,17228,2,320,21,21,39,135.37,Male,The Netherlands,1991-05-29,,2007-10-15,1900-04-28 15:14:00,7.8,5,8266
kokoskaka,301910,2,23,2,2,0,27.70,Female,,,,2010-03-06,2016-05-21 05:16:00,8.23,30,1725
illogicalman,4567368,1,0,0,0,0,0.00,,,,,2015-04-18,2016-04-22 04:32:00,0.0,0,0
Tenth_,360243,1,2,0,0,0,1.74,Male,,1994-12-22,,2010-07-24,2010-08-26 10:21:00,9.0,0,102
RactaAzeroz,1694395,0,1,0,0,0,0.04,,,,,2012-10-27,2013-09-02 05:52:00,0.0,0,2
gigawarp,1321867,10,138,12,15,88,26.70,,,1994-09-28,,2012-05-28,1900-05-12 23:46:00,5.91,0,1569
pakin,128889,89,1135,124,0,1006,412.52,Male,"North Chelmsford, MA",1996-11-06,,2008-12-30,2018-05-16 05:59:26,8.36,209,26084
barbielove96,1349757,0,0,0,0,0,0.00,,,,,2012-06-16,2012-06-16 22:39:00,0.0,0,0
korukoru,72290,8,251,0,0,29,64.38,Female,,1995-01-05,,2008-06-28,1900-01-17 13:39:00,7.57,0,3874
Haydn,133675,36,174,53,11,49,86.99,Male,,1992-02-21,,2009-01-11,2014-01-29 15:19:00,7.29,51,5102
Batmanfreak,43927,17,485,139,44,133,127.99,Female,Gotham City,,,2008-03-18,1900-05-14 22:21:00,6.29,41,7755
Xcana,3610495,4,206,3,31,13,77.46,,,,,2014-03-03,1900-04-04 04:40:00,8.16,0,4687
ltsang,227630,0,225,0,14,3,63.02,,,1993-03-22,,2009-08-29,1900-04-28 21:45:00,8.85,0,3755
FrileLomo,5284149,1,13,0,1,5,4.07,Female,Sweden,,,2016-03-24,1900-04-15 05:53:00,7.38,0,294
fathermocker,409070,7,16,4,5,23,11.06,,,,,2010-11-17,1900-03-20 13:17:00,7.78,0,644
BakaPurinsesu,559051,17,74,7,0,23,23.37,Female,,,,2011-08-29,1900-03-22 14:50:00,9.11,0,1379
idechan,444448,6,20,0,0,2,7.83,Female,Sweden,1990-02-10,,2011-02-04,2011-03-20 19:32:00,7.9,0,451
Moribito,117974,2,276,17,31,17,123.06,Male,Bulgaria,1990-07-09,,2008-11-26,1900-04-03 14:20:00,7.31,9,7295
WarierMonk90686,44820,0,112,4,3,12,34.71,,,,,2008-03-22,1900-05-14 18:55:00,7.73,0,2036
NinjaColorido,6017719,20,275,0,23,38,58.48,Male,,1999-10-15,,2017-01-29,2018-05-14 09:18:28,7.61,0,3536
AcquaHime,4054369,6,30,0,0,0,7.74,Female,"São Paulo, Brazil",1994-03-24,,2014-08-27,2017-03-01 09:26:00,9.16,0,463
pika-chan92,327439,1,46,16,6,10,21.15,Female,Warsaw,1992-01-21,,2010-05-11,2016-08-22 12:33:00,6.63,0,1249
Kuikirylia,720451,10,136,32,0,265,43.25,Female,Arrakis,1996-09-18,,2011-10-09,2015-11-06 18:38:00,6.98,0,2516
ninja-nerd,64770,9,122,9,0,59,85.63,Female,"Manchester, England",1990-03-27,,2008-05-30,2013-08-30 14:26:00,7.1,22,5070
idinahui,5198416,12,235,1,4,11,101.22,Male,France,,,2016-02-14,1900-05-08 09:32:00,7.45,0,5977
Ushiio-,357279,6,97,20,21,171,41.91,Female,,1994-09-22,,2010-07-18,2015-12-15 10:37:00,7.74,6,2524
PoloPony007,3880925,5,268,34,8,126,75.22,Female,,,,2014-06-29,2018-05-15 12:11:00,7.49,94,5485
locks,109322,4,51,8,4,24,17.79,Male,"Porto, Portugal",,,2008-10-28,2017-05-02 03:27:00,8.25,0,1086
LtRosie,938259,7,81,0,2,8,37.00,Female,Portugal,1992-01-01,,2011-11-13,2017-01-06 12:39:00,6.43,0,2173
nnse020693,5845705,12,462,0,1,36,67.23,,,,,2016-11-18,2017-07-02 19:04:00,7.65,0,4808
AnotherWish,329748,13,961,25,25,83,262.29,Female,Germany,1992-10-22,,2010-05-17,2018-05-15 22:30:49,6.58,1,15932
HLC98,61928,7,26,0,0,0,21.09,,,,,2008-05-19,2009-11-28 20:05:00,7.5,0,1259
NoWwa,4575661,12,99,2,27,72,58.11,Male,Nibelheim,,,2015-04-23,2016-08-11 19:42:00,7.75,0,3484
rusto,307064,4,20,3,0,10,17.90,,,,,2010-03-22,2011-12-11 10:27:00,10.0,0,1067
Kunshin,3596577,1,164,0,4,1,71.81,Male,"Bessemer, Alabama",1995-08-30,,2014-02-24,1900-02-02 18:02:00,8.79,0,4292
KinkArcana,430707,16,102,0,1,24,39.74,,,1993-03-12,,2011-01-06,2016-07-09 02:43:00,7.93,0,2371
cutelykamanalo,1730237,86,804,7,5,153,345.34,Male,"CSFP, Philippines",1995-09-10,,2012-11-05,2018-05-15 02:29:00,7.03,5,22357
SarahFukui,208595,8,98,0,1,8,29.91,Female,"Singapore, Bosnia and Herzegovina",,,2009-07-16,2017-12-18 10:16:00,8.07,0,1778
the_moonlit_dmon,264385,15,20,7,0,71,22.20,Female,"Sofia, Bulgaria",1995-03-19,,2009-11-30,2013-07-30 16:40:00,7.22,3,1362
Muzzy-sensei,375223,2,50,0,1,13,21.02,Male,Canada,1991-03-01,,2010-08-26,2011-01-30 12:27:00,8.56,5,1215
helblaze,164392,2,4,1,2,0,9.78,Male,"Pittsburgh, PA",1990-12-19,,2009-03-29,2009-03-29 19:00:00,8.44,8,576
XephyrX,3485061,61,115,21,32,10,67.82,Male,,,,2014-01-13,1900-05-14 15:37:00,8.2,2,4104
Sceadha,128013,4,5,3,0,4,1.65,Male,"Geelong, Victoria",1991-02-16,,2008-12-28,2016-10-09 00:35:00,6.63,0,87
edvinukxas,3642057,12,93,5,0,0,70.66,Male,Klaipeda,1994-10-06,,2014-03-19,2014-10-02 02:38:00,8.74,0,4211
Firespawn01,1083993,7,136,4,2,9,51.56,Male,"Boston, Massachusetts",1995-07-08,,2012-01-01,2017-07-07 08:35:00,0.0,0,3072
Penfort,4138735,3,74,5,1,18,44.35,Male,Ottery St.Catchpole.,,,2014-09-30,1900-04-04 09:54:00,7.4,0,2611
Aelita-Ichigo,367243,2,71,1,0,44,31.41,Female,Kansas,1994-09-12,,2010-08-08,2016-12-07 17:20:00,8.15,7,1936
docalion,119010,12,154,14,2,8,103.06,Female,Philippines,1990-02-28,,2008-11-30,1900-05-06 04:47:00,8.58,0,6148
davaeron,232812,14,705,2,46,28,168.78,Male,,,,2009-09-11,2018-05-15 23:15:19,7.19,15,10183
kitsuune,1489557,9,103,3,4,23,45.89,,,,,2012-09-01,1900-05-14 18:07:00,0.0,0,2621
hanaiko,504162,16,125,12,35,98,39.27,Female,♥my room- nothing other place!,,,2011-06-26,2014-09-28 12:04:00,8.43,0,2329
Mugibomb,226442,13,4,0,0,6,2.06,,,,,2009-08-27,2017-10-23 00:17:00,9.0,0,123
Talemy,401727,10,132,0,1,9,35.44,Female,Hungary,1993-05-05,,2010-10-29,2014-12-03 01:20:00,8.14,0,2176
p1cadorr,563827,2,244,0,7,31,83.81,Male,"Togliatty, Russia",,,2011-09-03,1900-04-16 13:50:00,8.33,9,4912
afonsofundao,4673094,8,83,0,4,153,45.76,Male,"Lisbon, Portugal",2000-03-03,,2015-06-13,1900-05-16 10:23:00,7.74,1,2764
Xmash,424008,5,173,11,16,82,54.68,Male,"Belo Horizonte, Minas Gerais",1996-09-26,,2010-12-24,1900-05-06 16:49:00,8.68,7,3270
tuhpeckah,3735507,12,262,29,4,171,81.00,Male,Nazi Refuge NO. 3,2006-06-06,,2014-04-28,1900-05-12 10:16:00,7.86,10,4840
Lord_Tito,355495,3,56,0,0,0,15.60,Male,"Göteborg, Sweden",1988-10-28,,2010-07-14,2012-06-02 16:39:00,7.98,15,881
TheCriticMayoi,495882,0,112,0,4,5,40.51,Male,げんそきょ,,,2011-06-07,2015-05-14 16:02:00,8.75,12,2460
Queen-of-Dark,111188,57,88,0,0,21,59.18,,,,,2008-11-03,2012-01-09 10:50:00,8.47,0,3513
Trebel,2204123,4,184,33,6,35,54.86,Male,"Seattle, Washington",1991-08-01,,2013-02-19,2017-11-20 17:46:00,7.26,25,3091
pav376,28278,4,101,0,1,2,43.94,Male,Illinois,,,2007-12-28,2016-03-07 19:29:00,9.09,10,2688
Kiman,72761,4,217,13,16,38,73.25,Male,Istanbul,1989-08-16,,2008-06-30,1900-05-01 12:49:00,8.22,4,4426
EIEN07,89382,16,102,6,10,8,52.23,,,,,2008-08-26,2009-11-14 01:24:00,8.18,29,3207
Lich_King,86342,20,283,0,1,9,74.40,Male,"Knoxville, TN",1988-09-23,,2008-08-16,1900-05-07 15:22:00,7.78,10,4339
XMachina,3224827,4,233,1,26,35,64.10,,,,,2013-10-05,1900-02-24 21:21:00,7.42,31,3819
roqusz,5582353,8,141,5,12,73,32.90,Male,,2000-06-16,,2016-07-27,2018-05-16 00:06:41,6.45,2,1993
SeaFoam32,2606435,0,92,0,0,70,22.48,Female,Moscow,1997-01-30,,2013-05-22,2013-11-02 06:46:00,8.03,2,1322
franco_hawx,1026083,0,0,0,0,0,0.00,Male,,,,2011-11-28,2017-03-01 18:57:00,0.0,0,0
Jinxxie,231698,1,168,15,5,85,65.69,Female,,,,2009-09-08,1900-05-10 10:47:00,8.2,0,3874
naratan,4981375,0,0,0,0,0,0.00,Male,Bangkok,1979-09-17,,2015-11-07,2017-10-26 10:58:00,0.0,0,0
nikito,425542,17,349,6,0,118,87.15,Male,,1987-12-13,,2010-12-27,1900-04-04 05:15:00,8.82,0,5412
OtherGuyX,344938,1,104,1,21,91,42.06,Male,,,,2010-06-22,2013-10-14 03:48:00,7.13,4,2472
MrLostman,19705,14,42,0,5,2,16.05,Male,FLARIDA,1986-10-09,,2007-11-01,2007-12-16 04:37:00,7.0,0,925
The_Badguy,4780902,98,282,6,10,39,122.10,Male,UK,,,2015-07-30,2018-05-17 06:07:00,7.64,0,7338
uekipheonix,115284,35,221,42,15,112,121.54,Male,No Idea,1988-03-18,,2008-11-17,2014-09-21 00:47:00,8.0,55,7592
AndroidRoberts,6387421,7,94,2,1,28,39.67,Male,Zanarkand,1991-01-01,,2017-07-09,1900-05-12 06:49:00,6.72,6,2369
